연번,계약번호,구분,계약명,계약일자,계약시작일,계약종료일,계약금액,거래처,계약방법,수의계약사유,구매요구부서,출처파일,시트명
133,L20200568,용역,2020년 연구원 전자구매조달시스템 유지보수 용역,2020-03-27,2020-04-01,2021-03-31,44500000.0,(주)인터웹,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
616,L20202458,용역,국가위성 장애대응 매뉴얼 고도화를 위한 컨설팅 용역,2020-10-15,2020-10-15,2021-02-12,44250000.0,(주)블루컴,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
73,L20200322,제작,이동형 온도제어 유닛(MTU) 히터작업(제작/설치),2020-02-28,2020-02-28,2020-04-30,44200000.0,(주)에너베스트,수의계약,26조1항2호사목 ,,경영공시7_구매계약현황(2020년).xlsx,결과
556,L20202118,용역,위성정보활용협의체 사용자 교육 교재 제작,2020-09-11,2020-09-11,2020-12-18,44000000.0,나모크리에이티브,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
428,L20201634,용역,2020년 세계우주개발 정책동향 조사분석,2020-07-20,2020-07-20,2020-12-31,43824000.0,(주)와이즈인포넷,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
501,L20201920,용역,광학/레이다 위성영상 AI 데이터 검수,2020-08-21,2020-08-21,2020-11-30,43800000.0,(주)하이퍼센싱,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
659,L20202649,물품구매,프로스트 앤 설리번 항공우주분야 동향 및 분석자료 온라인 구독,2020-10-29,2020-10-29,2020-11-12,43500000.0,프로스트 앤드 설리번(영업소),수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
215,L20200884,용역,분리장치 및 화공품 성능시험 용역 및 제작,2020-04-30,2020-04-30,2020-12-20,43300000.0,한양이엔지(주),수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
467,L20201784,용역,우주신흥국대상 우주시장 및 기술 동향 분석을 통한 글로벌 사업 유망기술 발굴,2020-08-04,2020-08-04,2020-12-10,43200000.0,무한아이피씨 주식회사,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
724,L20202970,물품구매,다목적실용위성7호 발사환경시험용 진동가속도 센서 및 케이블 구매,2020-11-20,2020-11-20,2020-12-31,43104900.0,에스에스컴퍼니,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
814,L20203209,제작,우주과학관 우주체중계 제작 및 설치,2020-12-21,2020-12-22,2021-04-02,43100000.0,(주)아미랜드,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
280,L20201097,용역,구조시험장비 점검 및 구성품 유지보수,2020-05-25,2020-05-25,2020-11-30,43000000.0,엠티에스코리아(주),수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
292,L20201110,용역,위성영상 빅데이터 처리 및 분석 시스템 성능 개선 및 안정화,2020-05-27,2020-05-27,2020-11-30,43000000.0,(주)리얼타임테크,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
639,L20202534,용역,발사체 파손하중 시험치구 보관/보존 용역,2020-10-23,2020-10-23,2021-05-22,43000000.0,(주)선영시스텍,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
744,L20203016,용역,기술감리 문서 관리를 위한 보안승인체계 시스템 개발 및 외부협업 시스템 운영 기술지원,2020-11-26,2020-11-26,2021-01-25,43000000.0,(주)영민시스템,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
832,L20203239,제작,표준소형로터 시험설비 안전펜스 교체,2020-12-28,2020-12-28,2021-03-31,42931200.0,영테크,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
403,L20201519,물품구매,시험용 달 궤도선 본체 하드웨어 미소진동 측정용 전하 증폭기,2020-07-07,2020-07-07,2020-10-06,42900000.0,(주)키슬러코리아,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
71,L20200302,물품구매,우주종합시험센터 청정 환경 측정 센서 구매,2020-02-27,2020-02-27,2020-04-27,42751040.0,이지프라자,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
26,L20200115,공사,전기지상검증장비(ETB) 시험실 시설보완 전기공사,2020-01-30,2020-01-30,2020-03-27,42649670.0,(주)세방전기,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
436,L20201649,용역,우주종합시험센터 운영시스템 고도화,2020-07-22,2020-07-22,2020-12-18,42500000.0,(주)아이비데이타,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
490,L20201885,용역,정지궤도위성 운송용 컨테이너 점검 및 보완,2020-08-14,2020-08-14,2020-09-30,42500000.0,(주)우레아텍,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
654,L20202602,물품구매,소형위성발사체용 추진제탱크 내부 세척을 위한 스프레이 분사 장치,2020-10-27,2020-10-27,2021-01-24,42500000.0,(주)선영시스텍,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
309,L20201182,용역,지도정보 활용 위성영상 학습데이터 생성 효율화 기술 개발,2020-06-03,2020-06-03,2020-11-30,42400000.0,(주)톡솔루션,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
374,L20201377,용역,"한국형발사체 추진제, PSD 가압 및 밸브구동 고압시스템 안전설계 검증시험",2020-06-25,2020-06-25,2020-11-30,42400000.0,한양이엔지(주),수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
126,L20200572,물품구매,영상처리 및 지상자료 분석용 워크스테이션 구매,2020-03-26,2020-03-26,2020-07-23,42350000.0,엠제이컴퍼니,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
290,L20201129,물품구매,MSC Software 유지보수 (라이선스 구매),2020-05-26,2020-05-26,2020-06-24,42178000.0,한국엠에스씨소프트웨어(주),수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
666,L20202668,물품구매,나로우주센터 해외추적소용 방화벽 장비 확장 구축,2020-11-03,2020-11-03,2021-01-21,42108000.0,대전조달청,3자단가계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
207,L20200859,용역,드론 영상 객체 검출 시스템 개발,2020-04-29,2020-04-29,2020-11-30,42000000.0,성균관대학교산학협력단,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
455,L20201741,용역,OPPAV IOM 점검장치 제작 및 환경시험 용역,2020-07-31,2020-07-31,2020-12-18,41990000.0,솔버스,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
429,L20201641,용역,다목적실용위성 구름탐지 반자동 레이블 기술 개발 및 구름 데이터 검수 지원,2020-07-20,2020-07-20,2020-11-30,41900000.0,울산과학기술원,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
225,L20200890,용역,드론영상 빅데이터의 실시간 스트리밍 처리 시스템 구축 및 성능 고도화,2020-05-08,2020-05-01,2020-08-31,41790000.0,(주)아트블록코리아,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
450,L20201735,물품구매,영상자료 품질 스토리지 구매,2020-07-30,2020-07-30,2020-08-31,41760000.0,하이텍,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
166,L20200686,용역,"2020년 발사체 구조시험체 보관, 관리",2020-04-10,2020-04-13,2021-04-12,41745000.0,더블유에스엔지니어링(주),제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
141,L20200606,제작,한국형발사체 발사대 AT용 페어링 MTU 커넥터 및 분리시험용 부품 제작,2020-03-31,2020-03-30,2020-06-30,41300000.0,마스텍,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
487,L20201875,용역,한국형발사체개발사업 비용관리시스템(ICMS) 기능개선 용역,2020-08-13,2020-08-13,2021-01-12,41300000.0,(주)아이비데이타,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
188,L20200797,물품구매,아리랑위성 사용자지원 방화벽 구매,2020-04-20,2020-04-20,2020-05-22,41184000.0,HI네트웍스(주),제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
11,L20200010,용역,2020년도 항온항습기 유지관리 용역,2020-01-08,2020-01-08,2020-12-31,40920000.0,주식회사 엑트,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
124,L20200538,제작,한국형발사체 페어링 MTU 커넥터 분리력 측정을 위한 지그 제작 및 시험,2020-03-24,2020-03-24,2020-05-04,40600000.0,(주)에너베스트,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
444,L20201706,용역,나로우주센터 윈드라이다 유지보수 용역,2020-07-24,2020-07-24,2021-07-23,40570000.0,주식회사 인탭,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
769,L20203113,물품구매,나로우주센터 임무용랜 통신망 스위치 예비품 구매,2020-12-03,2020-12-03,2021-01-29,40502000.0,지티에스솔루션즈(주),제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
78,L20200319,용역,나로우주센터 업무용(운영관리실_비행안전기술실)차량 장기 임차 계약,2020-03-04,2020-03-04,2023-03-04,40439088.0,에스케이렌터카 주식회사,3자단가계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
234,L20200933,용역,내돌풍/난기류 비행제어 알고리즘 개발 및 비행시험 ,2020-05-12,2020-05-12,2020-08-31,40000000.0,(주)제이마플,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
562,L20202162,물품구매,한국형발사체 FM3 탑재 음향 센서 구매,2020-09-15,2020-09-15,2020-11-30,40000000.0,케이티엠테크놀로지(주),수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
702,L20202852,용역,선박 AIS 데이터 수집 변환 및 다목적실용위성영상 기반 선박 데이터셋 구축,2020-11-13,2020-11-13,2021-01-22,40000000.0,문소프트 주식회사,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
499,L20201912,용역,위성영상기반 인공지능기술 활용 불법 건축물 의심 지역 탐지 기술 개발,2020-08-19,2020-08-19,2020-12-24,39900000.0,(주)더아이엠씨,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
164,L20200666,용역,정보보호시스템 운영 및 사용자 지원,2020-04-09,2020-04-09,2021-02-08,39867960.0,(주)새암정보기술,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
653,L20202587,물품구매,실험용 임무제어 플랫폼 위성신호 수신기 구매,2020-10-26,2020-10-26,2020-11-30,39644000.0,인성인터내쇼날주식회사,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
697,L20202833,물품구매,진동시험용 힘센서,2020-11-13,2020-11-13,2021-01-11,39500000.0,더블유에스엔지니어링(주),제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
440,L20201696,물품구매,그래픽소프트웨어(AutoCAD) 복수사용자 1년 라이선스 구매,2020-07-22,2020-07-22,2020-08-21,39476250.0,대전조달청,3자단가계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
204,L20200855,용역,저고도 무인비행장치 정밀측위를 위한 GNSS후처리 SW고도화,2020-04-28,2020-04-28,2020-12-22,39300000.0,세종대학교산학협력단,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
781,L20203138,제작,다목적실용위성 6호 전자파시험용 텔레스코프 방식 센서 지지대 제작,2020-12-09,2020-12-09,2021-01-28,39145000.0,주식회사 메카티엔에스,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
735,L20202995,용역,우주종합시험센터 청정환경 측정용 파티클카운터 유지보수 및 검교정,2020-11-25,2020-11-25,2020-12-24,39030300.0,주식회사 마스,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
420,L20201533,용역,실외 위성신호 교란 상황에서 무인비행장치 정밀측위를 위한 UWB운용시험,2020-07-16,2020-07-08,2020-11-30,39000000.0,홍익대학교 산학협력단,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
414,L20201570,용역,기업지원을 위한 항우연 보유기술 통합관리시스템 개선사업,2020-07-14,2020-07-14,2020-11-13,38800000.0,(주)애니파이브,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
63,L20200276,용역,달탐사 가상현실 콘텐츠 제작 용역,2020-02-24,2020-02-24,2020-07-31,38700000.0,(주)케이쓰리아이,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
182,L20200777,용역,보조처리시스템 유지보수,2020-04-20,2020-04-20,2020-12-11,38700000.0,(주)픽소니어,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
798,L20203161,물품구매,2021년 Janes DET 및 DIM 구독,2020-12-15,2020-12-15,2020-12-31,38660000.0,(주)코이스,수의계약,26조1항2호자목 ,,경영공시7_구매계약현황(2020년).xlsx,결과
57,L20200266,물품구매,소프트웨서(SIwave(SI-PI 해석 SW) 유지보수) 구매,2020-02-21,2020-02-21,2020-04-10,38500000.0,주식회사휴윈,제한경쟁,,,경영공시7_구매계약현황(2020년).xlsx,결과
550,L20202115,용역,KARI 기록관리 체계정립 컨설팅 용역,2020-09-10,2020-09-10,2020-12-28,38450000.0,한국문헌정보기술(주),제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
709,L20202875,물품구매,국가종합비행성능시험장(비행장) 건설공사 관급자재 구매(2차)_레미콘,2020-11-17,2020-11-17,2022-03-02,38072130.0,광주지방조달청,3자단가계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
28,L20200109,용역,발사체 3축 비행운동 시뮬레이터 및 관성항법시스템 캘리브레이션 장비 유지보수 용역,2020-02-03,2020-01-30,2020-12-31,38000000.0,아나웰코포레이션,수의계약,26조1항2호자목 ,,경영공시7_구매계약현황(2020년).xlsx,결과
294,L20201112,용역,국제 표준기반 IoT플랫폼을 활용한 무인기 GCS 시스템 고도화,2020-05-27,2020-05-27,2020-09-30,38000000.0,(주)싱크테크노,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
377,L20201437,용역,재난재해분야 위성영상 분석 오픈소스 툴 개발,2020-06-29,2020-06-29,2020-12-31,38000000.0,스페이스웨어주식회사,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
538,L20202062,물품구매,한국형발사체 축소형탱크 시험용 헬륨 구매,2020-09-07,2020-09-07,2020-10-06,37903912.0,(주)동일에너텍,제한경쟁,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
736,L20202999,물품구매,나로우주센터 해외추적소용 음성전용통신망 장비 구매 및 구축,2020-11-25,2020-11-25,2020-12-23,37664000.0,(주)원업솔루션,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
471,L20201799,제작,항공용 소형 모터 건전성 시험 소프트웨어 및 DAQ 시스템,2020-08-06,2020-08-06,2020-10-30,37499000.0,주식회사 에이치엔디멀티랩,수의계약,26조1항5호가목,,경영공시7_구매계약현황(2020년).xlsx,결과
